allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount,reward
,13039321,,0xa38715ba3858b43aa9eaa70fde64e2a0a4c51f49d6536447d8adc6b2cc157a7d-478,0xd133fd8e0607f5d82c91626140495ea0a31d0398,478,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0xeac90efbe731ce2d3d6f4b4802436932b387288e,8333312500000000000000,1629157575.0,267.0,,,,,
,13039321,,0x31d46e14a46ae7418fc1c4a229e5c0e803a1019035df74415b04e9c932439fcf-481,0xd133fd8e0607f5d82c91626140495ea0a31d0398,481,,10416625000000000000000,stakeDelegatedLockeds,,,,,,0x7a6f26218cdd4c6ea5b9508d2547820cbf2fe4a8,10416625000000000000000,1629157575.0,267.0,,,,,
,13039496,,0x66a1e14d60048af9d6a36a2c24a36f119a6b95ec0914a44435588729567e1a78-224,0xd133fd8e0607f5d82c91626140495ea0a31d0398,224,,6250000000000000000000,stakeDelegatedLockeds,,,,,,0x156fc422261b1b3115c94f69aaf91325cc83cc00,6250000000000000000000,1629159614.0,267.0,,,,,
,13039496,,0x0c5ce186f203018fce21f3656e38f89f583c0ed5960afc250fa9b4bb07997a7c-328,0xd133fd8e0607f5d82c91626140495ea0a31d0398,328,,6250000000000000000000,stakeDelegatedLockeds,,,,,,0x8faba38edd4dd7cb115a0ab17b45d09a9f62b544,6250000000000000000000,1629159614.0,267.0,,,,,
,13039496,,0xc8df6d3ef5a51662fe90df5234dffa142e96ec6b8092256d9f69bfad7b1a5efc-488,0xd133fd8e0607f5d82c91626140495ea0a31d0398,488,,10416625000000000000000,stakeDelegatedLockeds,,,,,,0xf086ffa9b82a9e7a35ac8fec7c7642bde5cd2bb8,10416625000000000000000,1629159614.0,267.0,,,,,
,13041648,,0x4ef4abc1627eb51c2440094c438403dae349d841d7c26b20148c626cda03c65c-393,0xd133fd8e0607f5d82c91626140495ea0a31d0398,393,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x11d56dc8e968ad7dc44818c241ec998ae85ff8b9,10416000000000000000000,1629188976.0,267.0,,,,,
,13042160,,0xa7f53724f8ebe2a963641a9b0728241304834c27c373649beaa8e285b4439db9-396,0xd133fd8e0607f5d82c91626140495ea0a31d0398,396,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0xe591f3b673d5536123417ee88291355e39500b88,8333312500000000000000,1629195995.0,268.0,,,,,
,13044351,,0x2541c07bac8bca3ef598b62298dabe2ebb89ca1a195ee344d3dc39b588e5d217-363,0xd133fd8e0607f5d82c91626140495ea0a31d0398,363,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x40bf956c8974badfbb7d2cc4024156e84010a4a5,10416000000000000000000,1629225413.0,268.0,,,,,
,13044420,,0xba8995bfd2cd0512b77deabd8bbf50dc6dafc41e489c96175a8c998f5451bdef-141,0xd133fd8e0607f5d82c91626140495ea0a31d0398,141,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x78e0858addf54688a712f0f0df36763321381239,8333000000000000000000,1629226271.0,268.0,,,,,
,13044497,,0x56ff7517a629f38edee592e20479eae852e52a246d1c225c78f9781e1ece6f10-285,0xd133fd8e0607f5d82c91626140495ea0a31d0398,285,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x97705cbc02f9cc29ef101095b714cc82ef9b5782,10416000000000000000000,1629227051.0,268.0,,,,,
,13045059,,0xe5570cb2cf60e4797cf1c943b2c35afa39a180a2ce86ed96de7832f5651fcab4-734,0xd133fd8e0607f5d82c91626140495ea0a31d0398,734,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0x71efaa85e96df2c8c475a8fc759ba858be5261f0,8333000000000000000000,1629233938.0,268.0,,,,,
,13048009,,0x6ff77ac489c62cf3a467676a3360537c10e42b80ffd58b97f94dc9d874ccec43-530,0xd133fd8e0607f5d82c91626140495ea0a31d0398,530,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x553663e10298bfd82af60b6783d12613d046378b,10416000000000000000000,1629273049.0,268.0,,,,,
,13049349,,0xa1dff1e0efb2ad6c0bc82221a3c9cc57c5376fb185688204e761ad46394d99c0-617,0xd133fd8e0607f5d82c91626140495ea0a31d0398,617,,2083000000000000000000,stakeDelegatedLockeds,,,,,,0xc3976a014550a1d5dd54a90a127fc80d18cd7c4e,2083000000000000000000,1629291389.0,269.0,,,,,
